Call Sign,Active PI Code,Frequency,Facility ID,City of License,State,Location,Date Allocated,Edit
KATI,11F6,94.3,67379,CALIFORNIA,MO,"38° 31' 25.10"" N 92° 24' 25.60"" W",8/11/2018,Report Change
WBSV-LP,5935,93.3,194976,BERRIEN SPRINGS,MI,"41° 55' 25.10"" N 86° 16' 56.00"" W",10/31/2018,Report Change
KEYV,1D15,91.7,176208,VERNAL,UT,"40° 32' 15.80"" N 109° 41' 59.50"" W",11/14/2018,Report Change
KNRX,3425,96.5,37084,STERLING CITY,TX,"31° 35' 56.50"" N 100° 50' 43.40"" W",8/11/2018,Report Change
KIYE-FM1,2794,88.7,191127,KAMIAH,ID,"46° 13' 39.60"" N 116° 1' 33.50"" W",8/11/2018,Report Change
WFLS-FM,630C,93.3,65641,FREDERICKSBURG,VA,"38° 18' 46.40"" N 77° 26' 18.90"" W",8/11/2018,Report Change
WAOL,561F,99.5,56226,RIPLEY,OH,"38° 38' 55.30"" N 84° 0' 41.70"" W",8/11/2018,Report Change
KDRP-LP,19B5,103.1,134579,DRIPPING SPRINGS,TX,"30° 11' 27.20"" N 98° 4' 18.20"" W",10/31/2018,Report Change
KNLL,337D,90.5,85071,NASHVILLE,AR,"33° 30' 17.40"" N 93° 34' 47.60"" W",11/14/2018,Report Change
KLJV,2E0B,88.3,121887,SCOTTSBLUFF,NE,"41° 50' 20.90"" N 103° 49' 54.80"" W",11/14/2018,Report Change
KVFX-FM1,480D,94.5,123318,TREMONTON,UT,"41° 44' 53.70"" N 112° 13' 39.80"" W",8/11/2018,Report Change
KWSA,4BEC,100.1,15528,PRICE,UT,"39° 32' 41.80"" N 110° 48' 59.50"" W",8/11/2018,Report Change
WDEZ,5D15,101.9,70522,WAUSAU,WI,"44° 55' 13.90"" N 89° 41' 28.40"" W",8/11/2018,Report Change
WNAA,76FC,90.1,47284,GREENSBORO,NC,"36° 4' 58.40"" N 79° 46' 7.10"" W",11/14/2018,Report Change
WWPP-LP,A955,97.7,196349,HOMESTEAD,FL,"25° 28' 9.10"" N 80° 29' 6.60"" W",10/31/2018,Report Change
KOZE-FM,3786,96.5,137,LEWISTON,ID,"46° 27' 47.50"" N 117° 0' 4.50"" W",8/11/2018,Report Change
WVGS,8CCA,91.9,23958,STATESBORO,GA,"32° 25' 32.60"" N 81° 46' 57.40"" W",11/14/2018,Report Change
KQOB,3BAD,96.9,10857,ENID,OK,"35° 58' 50.20"" N 97° 41' 43.20"" W",8/11/2018,Report Change
KSNP,A4E9,97.7,12206,BURLINGTON,KS,"38° 9' 57.10"" N 95° 32' 19.90"" W",8/11/2018,Report Change
KDPS,1984,88.1,16720,DES MOINES,IA,"41° 35' 0.90"" N 93° 38' 28.70"" W",11/14/2018,Report Change
KGVB,21FB,90.9,173112,HOLLIDAY,TX,"33° 44' 18.40"" N 98° 54' 29.20"" W",11/14/2018,Report Change
WBAC-LP,574E,101.5,192972,BELMONT,NC,"35° 15' 38.70"" N 81° 2' 22.60"" W",10/31/2018,Report Change
WNIN-FM,77D9,88.3,67801,EVANSVILLE,IN,"37° 59' 1.20"" N 87° 16' 13.00"" W",11/14/2018,Report Change
WSAK,843A,102.1,12155,HAMPTON,NH,"42° 53' 51.30"" N 70° 53' 0.20"" W",8/11/2018,Report Change
KQDJ-FM,3A97,101.1,60498,VALLEY CITY,ND,"46° 56' 21.00"" N 98° 18' 31.30"" W",8/11/2018,Report Change
WKTW-LP,7114,107.1,196565,LENHARTSVILLE,PA,"40° 34' 10.30"" N 75° 53' 55.70"" W",10/31/2018,Report Change
KCSS,172E,91.9,8368,TURLOCK,CA,"37° 31' 34.70"" N 120° 51' 28.70"" W",11/14/2018,Report Change
KYNU,A5C6,95.5,68627,JAMESTOWN,ND,"46° 56' 21.00"" N 98° 18' 31.30"" W",8/11/2018,Report Change
WRZI,841E,107.3,19354,HODGENVILLE,KY,"37° 40' 21.20"" N 85° 44' 33.90"" W",8/11/2018,Report Change
WVYC,8E8E,88.1,74381,YORK,PA,"39° 56' 49.30"" N 76° 43' 45.80"" W",11/14/2018,Report Change
KTYL-FM,44A7,93.1,35711,TYLER,TX,"32° 15' 35.60"" N 94° 57' 2.80"" W",8/11/2018,Report Change
WFPC-LP,6364,105.3,126082,RINDGE,NH,"42° 46' 52.30"" N 72° 3' 24.20"" W",10/31/2018,Report Change
WHFK-LP,67B0,105.5,196113,RED OAK,NC,"35° 59' 52.50"" N 77° 53' 25.90"" W",10/31/2018,Report Change
KRSM-LP,3EC4,98.9,196844,MINNEAPOLIS,MN,"44° 56' 54.80"" N 93° 16' 12.80"" W",10/31/2018,Report Change
KLJK,AF2E,94.7,52903,WEINER,AR,"35° 33' 52.30"" N 90° 49' 23.40"" W",11/14/2018,Report Change
WIJS-LP,6AC4,94.3,195839,SOMERSET,KY,"37° 7' 41.20"" N 84° 37' 40.70"" W",10/31/2018,Report Change
WNDN,7757,107.9,72201,CHIEFLAND,FL,"29° 30' 55.80"" N 82° 53' 4.40"" W",8/11/2018,Report Change
KIXY-FM,278E,94.7,22157,SAN ANGELO,TX,"31° 29' 14.50"" N 100° 26' 58.30"" W",8/11/2018,Report Change
KRRT,3EB1,90.9,94047,ARROYO SECO,NM,"36° 23' 52.10"" N 105° 32' 38.00"" W",11/14/2018,Report Change
WDVS-LP,5EC8,101.1,192329,MIAMI,FL,"25° 46' 8.40"" N 80° 14' 21.10"" W",10/31/2018,Report Change
WVEW-LP,8C9A,107.7,134542,BRATTLEBORO,VT,"42° 50' 31.20"" N 72° 34' 25.30"" W",10/31/2018,Report Change
KXJM,1DB2,107.5,12551,BANKS,OR,"45° 30' 57.80"" N 122° 44' 3.20"" W",5/3/2020,Report Change
WYFG,9490,91.1,5132,GAFFNEY,SC,"35° 6' 54.40"" N 81° 46' 35.40"" W",11/14/2018,Report Change
KASP-LP,11E3,107.9,131679,ASPEN,CO,"39° 13' 17.90"" N 106° 51' 41.10"" W",10/31/2018,Report Change
KWRG-LP,4BD8,99.9,124854,WRANGELL,AK,"56° 28' 8.80"" N 132° 22' 35.10"" W",10/31/2018,Report Change
KHUM,2490,104.7,33653,CUTTEN,CA,"40° 43' 35.50"" N 123° 58' 22.20"" W",8/11/2018,Report Change
WDBW-LP,5CC4,97.3,134360,PORT SAINT JOE,FL,"29° 48' 35.70"" N 85° 17' 43.70"" W",10/31/2018,Report Change
KSTG-LP,417C,101.5,124860,LODI,CA,"38° 7' 7.70"" N 121° 15' 42.80"" W",10/31/2018,Report Change
KNSJ,3431,89.1,172605,DESCANSO,CA,"32° 53' 31.10"" N 116° 25' 11.00"" W",11/14/2018,Report Change
WFMU,6328,91.1,3249,EAST ORANGE,NJ,"40° 47' 19.30"" N 74° 15' 18.50"" W",11/14/2018,Report Change
KVLP-LP,48A1,101.5,123672,VISALIA,CA,"36° 20' 31.80"" N 119° 17' 4.40"" W",10/31/2018,Report Change
KCHR-FM,160F,107.3,164112,COTTON PLANT,AR,"34° 58' 7.30"" N 90° 59' 48.40"" W",2/27/2020,Report Change
WSKY-FM,854C,97.3,23352,MICANOPY,FL,"29° 32' 9.90"" N 82° 19' 17.40"" W",8/11/2018,Report Change
WXMB-LP,929D,101.5,195045,MYRTLE BEACH,SC,"33° 43' 16.60"" N 78° 53' 44.10"" W",10/31/2018,Report Change
KJMT,290F,97.1,162375,CALICO ROCK,AR,"36° 5' 31.30"" N 92° 15' 46.60"" W",8/11/2018,Report Change
KSAJ-FM,3F91,98.5,18055,BURLINGAME,KS,"39° 3' 50.00"" N 95° 45' 49.90"" W",8/11/2018,Report Change
KIHK,25E0,106.9,57074,ROCK VALLEY,IA,"43° 20' 27.90"" N 96° 19' 4.10"" W",8/11/2018,Report Change
WVBA,8C36,88.9,175088,BRATTLEBORO,VT,"42° 49' 42.40"" N 72° 35' 58.60"" W",11/14/2018,Report Change
WWGL-LP,8F67,97.9,191770,STEUBENVILLE,OH,"40° 21' 22.20"" N 80° 39' 52.60"" W",10/31/2018,Report Change
KRAZ,3CFD,105.9,33439,SANTA YNEZ,CA,"34° 31' 31.90"" N 119° 57' 32.50"" W",8/11/2018,Report Change
KCXM-LP,17AA,95.1,195094,KIMBERLING CITY,MO,"36° 39' 25.00"" N 93° 25' 0.60"" W",10/31/2018,Report Change
KBZS,1540,106.3,52074,WICHITA FALLS,TX,"33° 53' 18.40"" N 98° 34' 9.20"" W",8/11/2018,Report Change
WMCE-FM,7490,88.5,41215,ERIE,PA,"42° 5' 25.20"" N 79° 56' 36.20"" W",11/14/2018,Report Change
KKUT,2C83,93.7,41895,MOUNT PLEASANT,UT,"39° 51' 14.80"" N 111° 42' 19.70"" W",8/11/2018,Report Change
WEGI-LP,5FDC,103.5,195853,IMMOKALEE,FL,"26° 25' 5.80"" N 81° 25' 57.70"" W",10/31/2018,Report Change
WQJU,7FE6,107.1,9945,MIFFLINTOWN,PA,"40° 34' 20.30"" N 77° 30' 50.00"" W",11/14/2018,Report Change
WLQZ-LP,736D,93.9,123939,WARSAW,IN,"41° 15' 2.50"" N 85° 51' 12.50"" W",10/31/2018,Report Change
KWXS,4C80,107.7,189513,PRINEVILLE,OR,"44° 11' 52.40"" N 120° 58' 44.10"" W",8/11/2018,Report Change
KIOM-LP,2698,98.9,132182,KAUNAKAKAI,HI,"21° 5' 14.50"" N 157° 1' 4.80"" W",10/31/2018,Report Change
WJFN-FM,6CFB,100.5,87127,GOOCHLAND,VA,"37° 47' 37.50"" N 77° 55' 56.00"" W",4/8/2020,Report Change
KMLV,A3E3,88.1,85846,RALSTON,NE,"41° 18' 40.00"" N 96° 1' 38.10"" W",11/14/2018,Report Change
KXRT,4E89,90.9,93247,IDABEL,OK,"33° 53' 33.40"" N 94° 49' 26.80"" W",11/14/2018,Report Change
KSRK-LP,414C,100.7,193231,PINE BLUFF,AR,"34° 12' 36.30"" N 92° 1' 44.50"" W",10/31/2018,Report Change
WWHT,1F89,107.9,57842,SYRACUSE,NY,"42° 57' 21.20"" N 76° 6' 34.70"" W",5/3/2020,Report Change
WDRW-LP,5E64,107.9,123738,ATHENS,GA,"33° 57' 11.40"" N 83° 24' 30.60"" W",10/31/2018,Report Change
WUNY,8AE2,89.5,53735,UTICA,NY,"43° 8' 38.20"" N 75° 10' 38.50"" W",11/14/2018,Report Change
KSPE,4112,94.5,61058,ELLWOOD,CA,"34° 31' 31.90"" N 119° 57' 31.50"" W",8/11/2018,Report Change
KRLU,3E16,90.1,122124,ROSWELL,NM,"33° 21' 47.40"" N 104° 38' 12.90"" W",11/14/2018,Report Change
WSTR,862F,94.1,30822,SMYRNA,GA,"33° 44' 41.00"" N 84° 21' 35.70"" W",8/11/2018,Report Change
KGVM,2206,95.9,184751,BOZEMAN,MT,"45° 38' 19.70"" N 111° 15' 58.80"" W",11/14/2018,Report Change
WRBX,81BD,104.1,73932,REIDSVILLE,GA,"32° 5' 14.70"" N 82° 7' 47.40"" W",8/11/2018,Report Change
KBZN,153B,97.9,8690,OGDEN,UT,"40° 39' 34.80"" N 112° 12' 7.80"" W",8/11/2018,Report Change
WWMM-LP,A904,107.5,194718,COLLINSVILLE,CT,"41° 48' 40.50"" N 72° 54' 38.70"" W",10/31/2018,Report Change
KQLZ,3B77,95.7,164305,NEW ENGLAND,ND,"46° 43' 31.00"" N 102° 55' 1.60"" W",8/11/2018,Report Change
KQRT,3C0D,105.1,51731,LAS VEGAS,NV,"36° 19' 59.90"" N 115° 21' 44.00"" W",8/11/2018,Report Change
KYFJ,4FEB,93.7,8167,NEW IBERIA,LA,"30° 20' 19.70"" N 91° 31' 23.40"" W",11/14/2018,Report Change
KSMJ-LP,A4C9,100.9,194312,EDMOND,OK,"35° 38' 52.10"" N 97° 29' 47.10"" W",10/31/2018,Report Change
KCWD,1787,96.1,26242,HARRISON,AR,"36° 6' 41.20"" N 93° 2' 0.60"" W",8/11/2018,Report Change
WPHH,7D01,93.5,62206,HOPE HULL,AL,"32° 9' 22.50"" N 86° 19' 24.90"" W",8/11/2018,Report Change
WCCP-FM,5A33,105.5,24481,CLEMSON,SC,"34° 38' 13.50"" N 82° 42' 29.20"" W",8/11/2018,Report Change
KWGO,4AC2,102.9,162321,BURLINGTON,ND,"48° 3' 4.00"" N 101° 20' 24.60"" W",8/11/2018,Report Change
KTNY,4396,101.7,37524,LIBBY,MT,"48° 22' 13.80"" N 115° 32' 22.50"" W",8/11/2018,Report Change
WYCD,943F,99.5,1089,DETROIT,MI,"42° 27' 13.10"" N 83° 9' 49.70"" W",8/11/2018,Report Change
WKNE,A766,103.7,36834,KEENE,NH,"43° 2' 0.30"" N 72° 22' 2.30"" W",8/11/2018,Report Change
KZBD,5221,105.7,11243,SPOKANE,WA,"47° 34' 43.60"" N 117° 17' 49.70"" W",8/11/2018,Report Change
WZVL,98D9,103.7,183304,PHILO,OH,"39° 55' 42.00"" N 81° 59' 7.00"" W",8/11/2018,Report Change
KQVO,3C70,97.7,8175,CALEXICO,CA,"32° 40' 48.20"" N 115° 25' 39.00"" W",11/14/2018,Report Change
WUSL,1B57,98.9,20349,PHILADELPHIA,PA,"40° 2' 37.40"" N 75° 14' 30.60"" W",5/3/2020,Report Change
KSJG-LP,A478,105.5,193007,LEWISTOWN,MT,"47° 3' 23.90"" N 109° 26' 16.70"" W",10/31/2018,Report Change
KADD-FM1,A151,93.5,177819,LOGANDALE,NV,"36° 20' 1.80"" N 114° 58' 30.00"" W",8/11/2018,Report Change
KZOB-FM,5371,105.5,189516,O'BRIEN,TX,"33° 22' 52.30"" N 99° 50' 33.30"" W",8/11/2018,Report Change
KUCC,4506,88.1,88292,CLARKSTON,WA,"46° 27' 46.50"" N 116° 54' 28.50"" W",11/14/2018,Report Change
WRDX,11F1,92.9,4676,SMYRNA,DE,"39° 12' 3.40"" N 75° 33' 53.70"" W",5/3/2020,Report Change
KRYL,3F5F,106.5,164100,HAIKU,HI,"20° 39' 24.50"" N 156° 21' 39.80"" W",8/11/2018,Report Change
KDKL,18FB,88.3,85850,COALINGA,CA,"36° 22' 10.80"" N 120° 38' 41.80"" W",11/14/2018,Report Change
WCPV,5B8B,101.3,36269,ESSEX,NY,"44° 24' 19.10"" N 73° 25' 53.40"" W",8/11/2018,Report Change
KXXI,4F1A,93.7,35029,GALLUP,NM,"35° 36' 22.10"" N 108° 41' 28.30"" W",8/11/2018,Report Change
WVLF,8D3F,96.1,60470,NORWOOD,NY,"44° 54' 11.20"" N 74° 53' 0.70"" W",8/11/2018,Report Change
KKID,2B3B,92.9,68742,SALEM,MO,"37° 43' 45.20"" N 91° 28' 23.50"" W",8/11/2018,Report Change
WHPZ,68C3,96.9,6335,BREMEN,IN,"41° 24' 43.10"" N 86° 1' 50.90"" W",8/11/2018,Report Change
KHAZ,2295,99.5,18073,HAYS,KS,"38° 56' 29.00"" N 99° 21' 23.40"" W",8/11/2018,Report Change
WXTZ-LP,936B,103.3,195806,YADKINVILLE,NC,"36° 7' 1.30"" N 80° 43' 43.80"" W",10/31/2018,Report Change
KOCZ-LP,3545,94.9,123513,OPELOUSAS,LA,"30° 32' 20.70"" N 92° 4' 44.40"" W",10/31/2018,Report Change
KHOS-FM,23FA,92.1,60844,SONORA,TX,"30° 33' 36.70"" N 100° 37' 55.30"" W",8/11/2018,Report Change
KSQN,4135,103.1,88483,COALVILLE,UT,"40° 52' 15.80"" N 110° 59' 45.60"" W",8/11/2018,Report Change
WKCJ,6F4D,93.3,190380,WHITE SULPHUR SPRING,WV,"37° 48' 17.40"" N 80° 21' 2.30"" W",8/11/2018,Report Change
WELK,A660,94.7,19369,ELKINS,WV,"38° 54' 43.40"" N 79° 47' 18.20"" W",8/11/2018,Report Change
WMUH,7667,91.7,46947,ALLENTOWN,PA,"40° 35' 52.30"" N 75° 30' 36.60"" W",11/14/2018,Report Change
WWOX,A943,94.1,190383,MILAN,NH,"44° 28' 58.20"" N 71° 10' 36.20"" W",8/11/2018,Report Change
WHRC-LP,68E0,97.3,132228,CHIPPEWA FALLS,WI,"44° 53' 9.20"" N 91° 23' 57.70"" W",10/31/2018,Report Change
WMCX,74A3,88.9,43482,WEST LONG BRANCH,NJ,"40° 16' 44.40"" N 74° 0' 24.40"" W",11/14/2018,Report Change
KMVR,31E3,104.9,54946,MESILLA PARK,NM,"32° 18' 7.30"" N 106° 48' 10.00"" W",8/11/2018,Report Change
WDXD-LP,5EED,101.9,190286,TALLAHASSEE,FL,"30° 25' 26.70"" N 84° 12' 13.60"" W",10/31/2018,Report Change
WVBR-FM,8C47,93.5,13909,ITHACA,NY,"42° 25' 45.20"" N 76° 27' 2.90"" W",8/11/2018,Report Change
WPJQ-LP,7D3E,101.3,196240,MILWAUKEE,WI,"43° 5' 40.60"" N 88° 0' 36.70"" W",10/31/2018,Report Change
WRVZ,83C7,98.7,71433,POCATALICO,WV,"38° 23' 53.30"" N 81° 41' 5.50"" W",8/11/2018,Report Change
WYGY,94BC,97.3,40915,FORT THOMAS,KY,"39° 12' 1.20"" N 84° 31' 21.80"" W",8/11/2018,Report Change
KAKN,1111,100.9,4079,NAKNEK,AK,"58° 44' 37.40"" N 156° 58' 39.70"" W",8/11/2018,Report Change
KZOA-LP,5370,99.9,194596,MISSION,TX,"26° 13' 5.20"" N 98° 19' 45.00"" W",10/31/2018,Report Change
KFXT,1F9D,90.7,60510,SULPHUR,OK,"34° 33' 1.50"" N 96° 58' 53.20"" W",11/14/2018,Report Change
KCCJ-LP,1585,106.9,134755,BATESVILLE,AR,"35° 46' 2.10"" N 91° 35' 10.00"" W",5/4/2020,Report Change
KNEN,32C9,94.7,9954,NORFOLK,NE,"41° 55' 28.00"" N 97° 36' 23.20"" W",8/11/2018,Report Change
KQLK,3B68,97.9,9029,DE RIDDER,LA,"30° 36' 57.70"" N 93° 13' 31.60"" W",8/11/2018,Report Change
WXUT,937F,88.3,69200,TOLEDO,OH,"41° 39' 26.10"" N 83° 36' 56.70"" W",11/14/2018,Report Change
WBBG,176C,106.1,73309,NILES,OH,"41° 15' 52.20"" N 80° 45' 34.20"" W",5/3/2020,Report Change
WHVC,6948,102.5,184688,RHINEBECK,NY,"41° 50' 27.70"" N 73° 59' 24.20"" W",11/14/2018,Report Change
KIDN-FM,257B,95.9,57339,HAYDEN,CO,"40° 31' 15.90"" N 107° 17' 48.20"" W",8/11/2018,Report Change
KLMP,2E53,88.3,88452,RAPID CITY,SD,"44° 19' 41.90"" N 103° 50' 4.70"" W",11/14/2018,Report Change
KWHK,4AD8,95.9,164086,HUTCHINSON,KS,"38° 2' 57.00"" N 98° 0' 45.20"" W",8/11/2018,Report Change
KMRE-LP,316E,102.3,134425,BELLINGHAM,WA,"48° 44' 51.30"" N 122° 28' 44.60"" W",10/31/2018,Report Change
WRYV-FM1,8411,88.7,189706,STATE COLLEGE,PA,"40° 43' 1.20"" N 77° 53' 32.00"" W",8/11/2018,Report Change
WABD,54C5,97.5,70657,MOBILE,AL,"30° 41' 20.60"" N 87° 49' 48.90"" W",8/11/2018,Report Change
KZHM,52C6,95.9,189481,ALAMOGORDO,NM,"32° 49' 49.00"" N 105° 53' 27.00"" W",8/11/2018,Report Change
WQTQ,A8E6,89.9,26311,HARTFORD,CT,"41° 47' 47.30"" N 72° 41' 40.30"" W",11/14/2018,Report Change
KRWA,3F20,90.9,87409,RYE,CO,"37° 56' 40.00"" N 104° 59' 58.00"" W",11/14/2018,Report Change
KQST,3C27,102.9,57293,SEDONA,AZ,"34° 58' 5.10"" N 111° 30' 31.50"" W",8/11/2018,Report Change
WJCF-LP,6CA5,102.7,196226,DOERUN,GA,"31° 19' 7.50"" N 83° 55' 0.00"" W",10/31/2018,Report Change
KHBM-FM,22A2,93.7,42063,MONTICELLO,AR,"33° 46' 35.40"" N 91° 43' 2.50"" W",8/11/2018,Report Change
WCIJ,5AC9,88.9,174290,UNADILLA,NY,"42° 23' 27.30"" N 75° 19' 39.60"" W",11/14/2018,Report Change
WPKA-LP,7D48,99.9,194816,APOPKA,FL,"28° 40' 49.10"" N 81° 30' 25.70"" W",10/31/2018,Report Change
KLVP,2F3D,97.9,12501,ALOHA,OR,"45° 29' 19.40"" N 122° 41' 44.30"" W",11/14/2018,Report Change
WSBB-FM,844B,95.5,11710,DORAVILLE,GA,"33° 45' 33.40"" N 84° 20' 4.70"" W",8/11/2018,Report Change
KJMC,28FE,89.3,43060,DES MOINES,IA,"41° 39' 21.00"" N 93° 35' 51.80"" W",11/14/2018,Report Change
WYKB,950D,105.3,40483,FERNANDINA BEACH,FL,"30° 30' 4.90"" N 81° 35' 13.30"" W",8/11/2018,Report Change
WVQM,8DC8,101.3,68660,AUGUSTA,ME,"44° 18' 36.20"" N 69° 49' 49.20"" W",8/11/2018,Report Change
WMED,74C3,89.7,39646,CALAIS,ME,"45° 1' 45.30"" N 67° 19' 24.00"" W",11/14/2018,Report Change
WRKA,8290,103.9,48290,LOUISVILLE,KY,"38° 15' 22.30"" N 85° 45' 28.90"" W",8/11/2018,Report Change
KWCN,4A59,89.9,176230,PINEDALE,WY,"42° 50' 38.70"" N 109° 55' 25.50"" W",11/14/2018,Report Change
KYZK,51F4,107.5,1164,SUN VALLEY,ID,"43° 38' 36.60"" N 114° 23' 53.10"" W",8/11/2018,Report Change
KRLD-FM,3E05,105.3,1087,DALLAS,TX,"32° 35' 2.50"" N 96° 57' 49.00"" W",8/11/2018,Report Change
KSBS-FM,3FB4,92.1,58760,PAGO PAGO,AS,"14° 17' 41.00"" S 170° 39' 44.00"" W",8/11/2018,Report Change
WXHD,921D,98.1,77881,SANTA ISABEL,PR,"18° 1' 36.00"" N 66° 21' 29.70"" W",8/11/2018,Report Change
KKLH,2B8D,104.7,24424,MARSHFIELD,MO,"37° 12' 21.20"" N 92° 54' 20.60"" W",8/11/2018,Report Change
KQLF,3B63,88.3,85844,OTTUMWA,IA,"40° 57' 52.40"" N 92° 36' 5.60"" W",11/14/2018,Report Change
WVRS,8DE8,90.1,122630,GORE,VA,"39° 11' 2.30"" N 78° 23' 14.00"" W",11/14/2018,Report Change
WVLP-LP,8D49,103.1,123821,VALPARAISO,IN,"41° 28' 5.10"" N 87° 3' 14.10"" W",10/31/2018,Report Change
WVKO-FM,8D2E,103.1,58633,JOHNSTOWN,OH,"40° 13' 44.20"" N 82° 39' 35.40"" W",8/11/2018,Report Change
KZBR,522F,97.1,162292,LA JARA,CO,"37° 22' 5.00"" N 106° 6' 46.10"" W",8/11/2018,Report Change
WIMV,6B15,89.3,161760,OWINGSVILLE,KY,"38° 11' 16.20"" N 83° 46' 28.70"" W",11/14/2018,Report Change
WYXA,965E,90.1,39870,CLARKSBURG,WV,"39° 19' 9.30"" N 80° 23' 30.30"" W",11/14/2018,Report Change
WQMZ,A839,95.1,10653,CHARLOTTESVILLE,VA,"38° 2' 54.50"" N 78° 28' 11.00"" W",8/11/2018,Report Change
WRIL,8267,106.3,52625,PINEVILLE,KY,"36° 45' 16.30"" N 83° 42' 11.70"" W",8/11/2018,Report Change
WXJB,924F,99.9,170182,HOMOSASSA,FL,"28° 38' 29.00"" N 82° 26' 13.30"" W",8/11/2018,Report Change
WQCM,7F28,94.3,25128,GREENCASTLE,PA,"39° 47' 29.30"" N 77° 40' 28.90"" W",8/11/2018,Report Change
KHMJ,23BD,95.1,189475,TRONA,CA,"35° 53' 52.40"" N 117° 17' 21.50"" W",8/11/2018,Report Change
WCBU,5A1E,89.9,6610,PEORIA,IL,"40° 37' 44.10"" N 89° 34' 12.40"" W",11/14/2018,Report Change
WLIF,7289,101.9,28637,BALTIMORE,MD,"39° 25' 7.40"" N 76° 33' 15.90"" W",8/11/2018,Report Change
WVCF,8C55,90.5,73038,EAU CLAIRE,WI,"44° 58' 56.90"" N 91° 25' 47.60"" W",11/14/2018,Report Change
KCAM-FM,1554,88.7,173007,GLENNALLEN,AK,"62° 6' 50.30"" N 145° 32' 14.80"" W",11/14/2018,Report Change
WFMT,6327,98.7,10801,CHICAGO,IL,"41° 52' 44.10"" N 87° 38' 8.20"" W",8/11/2018,Report Change
KPOD-FM,390B,97.9,37153,CRESCENT CITY,CA,"41° 45' 34.40"" N 124° 11' 32.30"" W",8/11/2018,Report Change
KPXP,3A01,97.9,54766,GARAPAN-SAIPAN,MP,"15° 11' 6.00"" N 145° 44' 30.00"" E",8/11/2018,Report Change
KJOY,2948,99.3,32215,STOCKTON,CA,"37° 59' 29.70"" N 121° 17' 20.80"" W",8/11/2018,Report Change
KAVI-LP,122A,106.5,196978,LA JUNTA,CO,"37° 58' 38.00"" N 103° 33' 6.80"" W",10/31/2018,Report Change
KITA,270E,89.5,90732,IOTA,LA,"30° 11' 17.70"" N 92° 37' 55.50"" W",11/14/2018,Report Change
WUUF,8B85,103.5,71153,SODUS,NY,"43° 16' 5.20"" N 77° 9' 38.90"" W",8/11/2018,Report Change
WPAP,1C53,92.5,61252,PANAMA CITY,FL,"30° 30' 42.70"" N 85° 29' 16.90"" W",5/3/2020,Report Change
KRUF,3EF1,94.5,60265,SHREVEPORT,LA,"32° 40' 13.50"" N 93° 55' 59.70"" W",8/11/2018,Report Change
WWWT-FM,910F,107.7,21636,MANASSAS,VA,"38° 44' 30.40"" N 77° 50' 6.90"" W",8/11/2018,Report Change
KNCE,328C,93.5,183377,TAOS,NM,"36° 23' 22.10"" N 105° 35' 11.00"" W",8/11/2018,Report Change
KBLC,13C4,91.5,90113,FREDERICKSBURG,TX,"30° 11' 49.70"" N 98° 38' 20.10"" W",11/14/2018,Report Change
KTCM,426C,97.3,171017,MADISON,MO,"39° 26' 45.50"" N 92° 10' 11.90"" W",8/11/2018,Report Change
WAVT-FM,56DD,101.9,53133,POTTSVILLE,PA,"40° 49' 50.30"" N 76° 12' 30.70"" W",8/11/2018,Report Change
WIRN,6B8F,92.5,78080,BUHL,MN,"47° 29' 45.70"" N 92° 47' 5.60"" W",11/14/2018,Report Change
KEWZ-LP,1CE5,95.3,193459,WEST MONROE,LA,"32° 31' 28.50"" N 92° 11' 41.10"" W",10/31/2018,Report Change
KOCC-LP,352E,101.5,124258,OXNARD,CA,"34° 11' 55.00"" N 119° 9' 19.40"" W",10/31/2018,Report Change
WUPK,8B08,94.1,64025,MARQUETTE,MI,"46° 30' 50.80"" N 87° 28' 58.50"" W",8/11/2018,Report Change
KODS,3558,103.7,2103,CARNELIAN BAY,CA,"39° 18' 37.60"" N 119° 53' 4.60"" W",8/11/2018,Report Change
WPLR,7D73,99.1,46968,NEW HAVEN,CT,"41° 25' 22.30"" N 72° 57' 4.40"" W",8/11/2018,Report Change
KAER,A179,89.3,93355,MESQUITE,NV,"36° 36' 3.90"" N 114° 35' 9.00"" W",11/14/2018,Report Change
KAQQ-LP,11B0,99.9,196247,ALLIANCE,NE,"42° 6' 16.80"" N 102° 53' 6.70"" W",10/31/2018,Report Change
WJLN,6D97,88.7,171630,WHITE SPRINGS,FL,"30° 15' 1.80"" N 82° 43' 47.40"" W",11/14/2018,Report Change
KWFJ,4AA3,89.7,8393,ROY,WA,"46° 57' 58.30"" N 122° 33' 0.40"" W",11/14/2018,Report Change
WQSR,18CD,102.7,63778,BALTIMORE,MD,"39° 23' 11.30"" N 76° 43' 50.90"" W",5/3/2020,Report Change
KTCV,4275,88.1,34022,KENNEWICK,WA,"46° 13' 6.50"" N 119° 12' 5.10"" W",11/14/2018,Report Change
WCIO,5ACE,96.7,5344,OSWEGO,NY,"43° 29' 3.20"" N 76° 23' 10.70"" W",8/11/2018,Report Change
WBHU,5816,105.5,53672,ST. AUGUSTINE BEACH,FL,"29° 51' 1.90"" N 81° 19' 48.30"" W",8/11/2018,Report Change
WSFS,84C4,104.3,29567,MIRAMAR,FL,"25° 59' 10.30"" N 80° 11' 36.20"" W",8/11/2018,Report Change
